sql_id,sql_village_id,sql_village_name,sql_area_name,csv_yuyue_id,csv_community_name,csv_area_name,match_type
149171,1783698289843920898,棠麓源,永川区,5e3c12e4a665de10731285d3d6688557,棠麓源,永川区,精确匹配
149172,1783699702091243521,渝西印象,永川区,fed8a99c9339b9dfe0f4724c9fe6dcdc,渝西印象,永川区,精确匹配
149173,1783699977048842241,宇界维诗卡,永川区,6a490368b1f2f4f28d6212cc6d57acfc,宇界维诗卡,永川区,精确匹配
149174,1783700386521964546,御景水岸,永川区,6c5a47ae2356d16337dbc99fb49dcdd5,御景水岸,永川区,精确匹配
149175,1783780044915544065,凤凰育才,永川区,e55264ad836301f386b161bbcc0338a6,凤凰育才,永川区,精确匹配
149176,1783780301594365953,金科礼悦东方,永川区,0a404922168ef7bc8289d9a9ae84f4e1,金科礼悦东方,永川区,精确匹配
149177,1783780491705389058,金科天悦府,永川区,338fe1e9f5ee733257723a0d2275b1ce,金科天悦府,永川区,精确匹配
149180,1783783441957851138,长岛汇,永川区,88da3966b254226d53ccdd1ef0c498ae,长岛汇,永川区,精确匹配
149181,1787292277868007426,永川碧桂园翡翠郡,永川区,4a8c9aa02c59ba5a803668223aca66a0,永川碧桂园翡翠郡,永川区,精确匹配
149182,1787292763111231490,永川碧桂园翡翠湾,永川区,d1ffc32b93230a2b62e4906fbeb0af21,永川碧桂园翡翠湾,永川区,精确匹配
149185,1787293743001309185,东科·好望岭,永川区,1cc2d937515b6dd2b6bf0dd574c44217,东科·好望岭,永川区,精确匹配
149186,1787295127058714625,港九香山屿,永川区,9ffa03baa9883a4600d01cf06630e29d,港九香山屿,永川区,精确匹配
149189,1787296361790509057,华茂国际,永川区,e3e4885a62901f45af76491c1465830c,华茂国际,永川区,精确匹配
149190,1787296994228637698,佳和丽苑,永川区,a112603dc5863e9c53ca54900f3c71de,佳和丽苑,永川区,精确匹配
149191,1787297795554611201,永川金科集美天宸,永川区,5890cdd9fee77506028b0ba0846432cd,永川金科集美天宸,永川区,精确匹配
149192,1787299859072487425,永川金科阳光小镇,永川区,e0a616e7fed45597ba52287ee87bbd49,永川金科阳光小镇,永川区,精确匹配
149193,1787302975343890434,融大·湖地新苑,永川区,a6e60aca16a5a36613a159dc1ee61fd6,融大·湖地新苑,永川区,精确匹配
149195,1787303521400328194,时代国际,永川区,b7b7289e6ec46ffde460b5a906b3c590,时代国际,永川区,精确匹配
149196,1787303681534660609,拾光里,永川区,d4b2d7701eb0854ed4d7bc3b1de4c3c0,拾光里,永川区,精确匹配
149198,1787300673119784961,俊豪宽天下,永川区,e73a624105b513afbb0beaf30983f797,俊豪宽天下,永川区,精确匹配
149202,1788746969907122178,万科金域华府,北碚区,b658e21fbe369553431fa2514891da82,万科金域华府,北碚区,精确匹配
149203,1787309545981153282,中骏珑景台,永川区,fcbea4383aaa328ac0c9f99efbefbacd,中骏珑景台,永川区,精确匹配
149204,1787310001641951233,中铁.梧桐苑,永川区,25b9767b61d902cc80cd1041d8318ad8,中铁.梧桐苑,永川区,精确匹配
149205,1788768308030263298,缙能花园,北碚区,40ae91b6c3f3bba8a3cfcfca0fe145fc,缙能花园,北碚区,精确匹配
149207,1790997184626208769,恒安世纪花城小区,南川区,3a3bc187c5452394d9fde1ffc8ba3796,恒安世纪花城小区,南川区,精确匹配
149211,1792848045425995778,鸟巢海湾小区,南川区,b3ac0645a6a66f05034cfd0a758cc410,鸟巢海湾小区,南川区,精确匹配
149215,1793205842428735490,千帆·锦绣园小区,南川区,c3d7019bd53e7a41df4b08197025e257,千帆·锦绣园小区,南川区,精确匹配
149216,1793481911807422465,汇悦·悦峰,永川区,4521d09867660d4c69ef6bf2041d131c,汇悦·悦峰,永川区,精确匹配
149220,1793560876962197506,源水丽城,云阳县,04ce749d533604d586a94a9452e0c183,源水丽城,云阳县,精确匹配
149221,1793205422574710786,九都尚品小区,南川区,acf50aa7998006d6f1014c9f3076fe0a,九都尚品小区,南川区,精确匹配
149230,1793900547189682177,晶都国际,云阳县,de2be1eeff9c0cecddd6416294c151d0,晶都国际,云阳县,精确匹配
149231,1793901966428909570,帝豪国际,云阳县,39761a0d29fc0cddb47b705209b32077,帝豪国际,云阳县,精确匹配
149232,1793905534565265409,绿森名都,云阳县,811e2ba569aeb36bd32f12bed052bfe5,绿森名都,云阳县,精确匹配
149244,1794209930045992961,南川区东城花园棚改安居工程,南川区,00a97a50784bef5d3f619d16a7933185,南川区东城花园棚改安居工程,南川区,精确匹配
149255,1795357922870341633,广电华府,两江新区,21a48d4a24621847e237643d5c440a5a,广电华府,两江新区,精确匹配
149256,1795358191674896385,重庆恒大世纪城,两江新区,d5330349c68289f6a211f65f6add8b47,重庆恒大世纪城,两江新区,精确匹配
149257,1795382670526427138,君临棠城,永川区,e6012c56813dab38580f22c8e30f75c3,君临棠城,永川区,精确匹配
149258,1795621876058206209,华宇上院,两江新区,587fd3b64932b07f937621d0b238944e,华宇上院,两江新区,精确匹配
149268,1795742846756499457,金山丽苑,南川区,55b990ce6fbbd566e4021d8f07f17ba2,金山丽苑,南川区,精确匹配
149269,1795990186998280194,和泓南山道,南岸区,9815415c211622bd0809139d5806cb2a,和泓南山道,南岸区,精确匹配
149273,1796429437569249282,天馥城（雍锦澜庭）,南川区,bedf122eac00c80332c82d0e4532f1f4,天馥城（雍锦澜庭）,南川区,精确匹配
149274,1797799841135243266,劲力花园,两江新区,2c901d9f93d3ea670193dcd1a84e2f3d,劲力花园,两江新区,精确匹配
149283,1798244699826204673,上湾雅居,南川区,e535e2f356f64a7b8e74e6be93974d8b,上湾雅居,南川区,精确匹配
149285,1797807624068968450,天宫花城,两江新区,404a6712aba73c3498330d77b4c91dad,天宫花城,两江新区,精确匹配
149293,1798616640382754817,总部基地,两江新区,294f0c3cb5628a63b752bc986a1ed86f,总部基地,两江新区,精确匹配
149294,1798623752110399490,骏逸第一江岸,南岸区,2d0128d464fcc2b8d9aea887a705bd48,骏逸第一江岸,南岸区,精确匹配
149295,1798632666747035650,重庆恒大御府,两江新区,cfa71fb04ee443aa670c0129bc92f593,重庆恒大御府,两江新区,精确匹配
149297,1798633286711304194,逸翠庄园,两江新区,ff86f6de856b002da79a2ddf6c623389,逸翠庄园,两江新区,精确匹配
149306,1798940825768353794,首创十方界,两江新区,5e40ee4cae2a0c8e27e6a13992255f7a,首创十方界,两江新区,精确匹配
149310,1798962771235102721,南山山晓,南岸区,817c78e74e4514637e66f3298cbbd2fd,南山山晓,南岸区,精确匹配
149324,1799953304849932290,中冶北麓原,两江新区,f50875b9ed9ddee62f69ef172df9f3f2,中冶北麓原,两江新区,精确匹配
149326,1800416704826630146,两江名居,北碚区,3f99b90a45e7472d634db28b2cebc60d,两江名居,北碚区,精确匹配
149327,1800424779188985858,中安翡翠湖,北碚区,c87b8b6912860602d456d1e273ae53ce,中安翡翠湖,北碚区,精确匹配
149330,1800435928097808385,紫云台,北碚区,0e61871d6abcfc7d55c6fc89eebd3b1c,紫云台,北碚区,精确匹配
149334,1800680131939721218,良瑜国际养生谷,南川区,d1125ba2f091f1f84e2e32d3a334f002,良瑜国际养生谷,南川区,精确匹配
149337,1800725097365823489,伊顿庄园,南岸区,918ce04c4cecbd5004c6a8ebd5c47e2c,伊顿庄园,南岸区,精确匹配
149347,1802585312545640449,重报时代中央,涪陵区,446b94fc6fb253c7ee9a189cc78ccaa4,重报时代中央,涪陵区,精确匹配
149359,1802984442103238657,悠彩郡,渝北区,c4c7653c7909e117d9500ed26050842d,悠彩郡,渝北区,精确匹配
149360,1802985217206423553,番茄花园,渝北区,8a3c86e9599aa3e69c65ed193b9eb5a9,番茄花园,渝北区,精确匹配
149361,1802891238448205826,北城佳园,渝北区,8ba71c3126681dad9c1937a8b6a3e509,北城佳园,渝北区,精确匹配
149362,1802972632574758913,风华美锦,渝北区,55d9dff78af8e7965efbc4adfa7828c0,风华美锦,渝北区,精确匹配
149365,1802990231886925825,凯德九章,渝北区,ac9cb8b46af3a87c33cd78a3bb708d8c,凯德九章,渝北区,精确匹配
149373,1804070530376974338,海悦蓝庭,江北区,684fdce9c7895a834d5478f5b3e299c3,海悦蓝庭,江北区,精确匹配
149375,1804314801399054337,金科澜山郡,南川区,7fbc2d27c81e341a81b5df56c00a0296,金科澜山郡,南川区,精确匹配
149376,1804315181688209410,金科三期良筑,南川区,66546c6d5cf4c278d25cc568419b1360,金科三期良筑,南川区,精确匹配
149377,1804731774247288833,东海香悦里,垫江县,c56bcb8ffd6c343c7094a0bd9fe455dc,东海香悦里,垫江县,精确匹配
149378,1804733922796290049,印象西湖,垫江县,8b0abb725f3bbcb6636a47786d0bcdd7,印象西湖,垫江县,精确匹配
149379,1804736471213457410,玉湖澜湾,垫江县,c6ae6b346e6ded2846427d7be6cd8626,玉湖澜湾,垫江县,精确匹配
149380,1804738442460839938,东城花园,綦江区,b3cfb88e49a1bec064100ce48b0abb06,东城花园,綦江区,精确匹配
149381,1804739687317684226,西湖御景,垫江县,ab08c58556492f86428405363e00bce7,西湖御景,垫江县,精确匹配
149382,1803608579230306305,金科10年城,江北区,f7a06c3169075ae09088dbc8716cd776,金科10年城,江北区,精确匹配
149391,1805058513636868098,东海鼎山府,沙坪坝区,20bc22d1f5a952366a1219c9e2b81015,东海鼎山府,沙坪坝区,精确匹配
149397,1805791474116116481,新壹城,南川区,752be2ba16678910041328dbe561b899,新壹城,南川区,精确匹配
149410,1805862936961269762,南川永隆山新城项目,南川区,72a48d2dc3428cb3774175c203bcf631,南川永隆山新城项目,南川区,精确匹配
149416,1806485932147130369,翡翠蓝山,南川区,2fa3e6db004c185512bbc365b9feab11,翡翠蓝山,南川区,精确匹配
149417,1806486274771435522,翡翠世家,南川区,e858a9ae3df7ee24794711bee77a9957,翡翠世家,南川区,精确匹配
149418,1806486548856619010,九鼎峯境,南川区,00adc7c30d2f5c3427216dc19c04de6a,九鼎峯境,南川区,精确匹配
149420,1806502207879561217,森柯香榆园二期,渝北区,1e15ae156582f8968cc3152d7f14582f,森柯香榆园二期,渝北区,精确匹配
149423,1804758570309173249,凤御牡丹,垫江县,811bcee50d49d3f5fc91e3d7389d57fc,凤御牡丹,垫江县,精确匹配
149425,1806504574905663489,春风丨城市心筑,渝北区,9795ffc2b8887d242dd459f9142fbb33,春风丨城市心筑,渝北区,精确匹配
149428,1807661903076311041,荣城·学府星城,奉节县,4053ee903ee02dd8480b11fba0151f79,荣城·学府星城,奉节县,精确匹配
149429,1808053190241730561,南川恒大滨河左岸,南川区,16083e18e5adaf2c4d1cb3395531061b,南川恒大滨河左岸,南川区,精确匹配
149430,1808064118941204481,南川奥园新红阳公园壹号（A区）,南川区,2847fbe74318f054f53e96f4e9355bb9,南川奥园新红阳公园壹号（A区）,南川区,精确匹配
149431,1808345297489674242,师大桐栖学府,南川区,e9347f8e514972cf4b97081ab89b9fe2,师大桐栖学府,南川区,精确匹配
149432,1808405770671144962,四季花园,荣昌区,2c901d9f93dd23cb0193f2909e1e1f2a,四季花园,荣昌区,精确匹配
149437,1810116201118867458,晟景台,两江新区,4d0bd2981f005ce276ac93b9369805a4,晟景台,两江新区,精确匹配
149439,1810497632236118018,同景跃城,巴南区,324166a428e25ac1a92356cac012a41b,同景跃城,巴南区,精确匹配
149441,1810843204738523137,南樾府,南川区,6a7540713305b3723270281d209f0c9f,南樾府,南川区,精确匹配
149442,1810878247208919041,明阳天下,南川区,cf97ebb75d164d563d1b1ed8fc6b5884,明阳天下,南川区,精确匹配
149443,1810966121300271106,大庆村综合住宅小区,江北区,e6b8b9befe820df8c3a2a4ee8458f383,大庆村综合住宅小区,江北区,精确匹配
149457,1813041104264544257,蓝色经典,江北区,40dc67c2380a76aab3428556f4cc3818,蓝色经典,江北区,精确匹配
149459,1813042541618970626,百年馨苑,江北区,9b5d76bd80998a8c3ddf9a3ec229410d,百年馨苑,江北区,精确匹配
149464,1813379529370943489,百年康苑,江北区,f0582ef10d56b94a0c13fee0e3f87a39,百年康苑,江北区,精确匹配
149465,1813471167690752002,江山铭著,垫江县,1fef9b045b7cbd27ae406ec005521f84,江山铭著,垫江县,精确匹配
149468,1813501165587841026,环彬白帝天下,奉节县,f0d99ac9a7e1807b2cea6775f524aec3,环彬白帝天下,奉节县,精确匹配
149469,1813747153959305217,海成·江山赋,奉节县,a6bf05d819bc926b038a72a53fdd9418,海成·江山赋,奉节县,精确匹配
149476,1814218246704775169,天衢府邸,武隆区,ba08cb001b78faccdf035d95b1b6861d,天衢府邸,武隆区,精确匹配
149477,1813821652947877890,泽科·空港明珠,渝北区,060307b6655228c12934cb75138db39b,泽科·空港明珠,渝北区,精确匹配
149489,1815934902032318465,金易,南川区,bf60da7e9ea8a62ac7508571ab3e618c,金易,南川区,精确匹配
149490,1815950695407206401,极鼎城市丽都,江北区,02a4f635c5af596ae5fa7125cd60d552,极鼎城市丽都,江北区,精确匹配
149492,1816077160903786498,棠富园,江北区,aa50339484c78ec55bb830489cde3a28,棠富园,江北区,精确匹配
149493,1816262730695204865,城投天元,南川区,7f1ea59460246ed1c574ea0669c32634,城投天元,南川区,精确匹配
149501,1816387670161383425,彩虹道,南岸区,0a56690de70bdaf122c5a7d103d0f7c0,彩虹道,南岸区,精确匹配
149504,1816388504953708545,云满庭C区,南岸区,d527133bd6910de9a8700164fe9b4cee,云满庭C区,南岸区,精确匹配
149509,1816400649938427906,海棠晓月C1区,南岸区,313abf69974354df2ec9712574e3a11d,海棠晓月C1区,南岸区,精确匹配
149522,1816720333367828481,春风十里,高新区,a81d0275610750b505534afdc1cf9255,春风十里,高新区,精确匹配
149523,1816720493552492545,春风里,高新区,d80a84ff82be6972f2f5a170e2ea5f19,春风里,高新区,精确匹配
149526,1817748687395119106,大川水岸,江北区,4b3b66f31cd01c789f97e90a2b0abd0e,大川水岸,江北区,精确匹配
149530,1818128074779025410,三湾金季,江北区,6511c3b6d843df7c34249ccd26a8fd06,三湾金季,江北区,精确匹配
149535,1818191671970390017,百里清水湾,奉节县,b900e26a0c43cbad94418aaf98f735d1,百里清水湾,奉节县,精确匹配
149549,1818543193652617218,名门山庄 ,江北区,4e2bd71de402202dfd86a065478d0f93,名门山庄,江北区,精确匹配
149557,1818566171954143234,天下城,江北区,52936c88a5acb39cbeaf8a1bee5ab875,天下城,江北区,精确匹配
149558,1819186830661017601,奉节集美江畔,奉节县,256b4e802091f26127448d0b681074f9,奉节集美江畔,奉节县,精确匹配
149561,1819207132996591618,悠哉悠宅,江北区,18d2674f8d2db627f09afb836b4f1fc0,悠哉悠宅,江北区,精确匹配
149567,1821387257318105090,海怡新城二期地块一项目,涪陵区,346dd60444293f4265e68d257f3dbfd1,海怡新城二期地块一项目,涪陵区,精确匹配
149573,1823279782308016129,阳光豪庭,南川区,6324ce9dec39bda6715760dab6fbede4,阳光豪庭,南川区,精确匹配
149577,1824003316189687809,胜利花苑,江北区,802076f55b3c0051f343f726f51d112e,胜利花苑,江北区,精确匹配
149580,1824283498372853761,润物·星月林语,涪陵区,589a89c46cf3d922d409fb76b3e369a6,润物·星月林语,涪陵区,精确匹配
149582,1823646608745492481,水江云滨,南川区,2134afef3e7efcdac9899e7f8c9daaa2,水江云滨,南川区,精确匹配
149584,1825710026994413569,水语华庭,江北区,53f8e708ff17279e69417674cf6ba75f,水语华庭,江北区,精确匹配
149585,1825737867622543362,汇龙所有阳光,永川区,c192ceae9eca5806b896c81836230d4a,汇龙所有阳光,永川区,精确匹配
